question,Retrieval_Time,Chain_Time,contexts,answer,ground_truth,evolution_type,metadata,episode_done,context_precision,context_recall,context_entity_recall
 What are some of the core skills and knowledge areas covered in a BSc (Hons) Software Engineering program related to computer programs and applications?,0.0125031471252441,1.3812236785888672,"[""What will I study on the Software Engineering BSc? You will learn core skills concerning the production of computer programs and applications, as well as specialist knowledge in areas such as software engineering and analysis and design. All of the courses within the Computer Science cluster share\n\nWhat you’ll study on the Computer Science BSc (Hons) course: You will learn core skills concerning the production of computer programmes and applications, as well as specialist knowledge in areas such as: artificial intelligence, service-centric and cloud computing, analysis and design. All of the\n\nYou'll develop the practical skills and knowledge in programming, maths and engineering that will get you off to a flying start when you move onto BSc (Hons) Software Engineering in your second year. 92.9% of BSc Software Engineering graduates who entered employment are in a 'High Skilled' role 15\n\nin a 'High Skilled' role 15 months after finishing their degrees. (Graduate Outcome Survey 2019/20). You will learn core skills concerning the production of computer programs and applications, as well as specialist knowledge in areas such as software engineering and analysis and design.""]", Some of the core skills and knowledge areas covered in a BSc (Hons) Software Engineering program related to computer programs and applications include:  * Programming * Mathematics * Engineering * Software engineering * Analysis and Design,"A BSc (Hons) Software Engineering program covers core skills and knowledge areas including the production of computer programs and applications, as well as specialist knowledge in software engineering and analysis and design.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What percentage of BSc Software Engineering graduates who entered employment are in a 'High Skilled' role within 15 months after finishing their degrees?,0.0121364593505859,1.1332402229309082,"[""92.9% of BSc Software Engineering graduates who entered employment are in a 'High Skilled' role 15 months after finishing their degrees. (Graduate Outcome Survey 2019/20)\n\n\n\nMetadata: Software Engineering (with foundation year) BSc (Hons)\n\nText:\n\nLevel(s) of Study: Undergraduate\n\nYou'll develop the practical skills and knowledge in programming, maths and engineering that will get you off to a flying start when you move onto BSc (Hons) Software Engineering in your second year. 92.9% of BSc Software Engineering graduates who entered employment are in a 'High Skilled' role 15\n\nin a 'High Skilled' role 15 months after finishing their degrees. (Graduate Outcome Survey 2019/20). You will learn core skills concerning the production of computer programs and applications, as well as specialist knowledge in areas such as software engineering and analysis and design.\n\n100% of our BSc (Hons) Computing (FT) students were in work or further study 15 months after graduation (Graduate Outcomes Survey 2020/21)\n\n96% of BSc (Hons) Computing (FT) students were positive about the academic support on their course (NSS2023)""]", The percentage of BSc Software Engineering graduates who entered employment and are in a 'High Skilled' role within 15 months after finishing their degrees is 92.9%.,92.9% of BSc Software Engineering graduates who entered employment are in a 'High Skilled' role within 15 months after finishing their degrees.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What was the level of student satisfaction regarding academic support for BSc (Hons) Computing according to NSS2023?,0.0118567943572998,0.93239426612854,"['100% of our BSc (Hons) Computing (FT) students were in work or further study 15 months after graduation (Graduate Outcomes Survey 2020/21)\n\n96% of BSc (Hons) Computing (FT) students were positive about the academic support on their course (NSS2023)\n\nReading NTU emails: New students receive a lot of information over the summer regarding starting at NTU to their personal email accounts. As such, information regarding support can be missed and opportunities to meet the team may not be taken up.\n\nWithin Computer Science - Games Technology (with foundation year) BSc (Hons) we assume no prior knowledge of computer programming and accept students from a wide range of academic backgrounds. We will provide all the help and support you need to develop and succeed as a coder. Beginning with Python\n\nWhat you’ll study on the Computer Science Masters MComp (Hons) course: This course combines undergraduate and postgraduate content and is designed to cover computer science foundation subjects and then build on this foundation with postgraduate level material in the final year. You will acquire the']", The level of student satisfaction regarding academic support for BSc (Hons) Computing according to NSS2023 was 96%.,"96% of BSc (Hons) Computing (FT) students were positive about the academic support on their course, as per the National Student Survey (NSS) 2023.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What opportunities does joining the Mathematics Society at your university provide for students interested in mathematics?,0.011948823928833,7.248183012008667,"['What percentage of students do the sandwich year? It varies from one year to another. But, usually, 30% of our students sign up for the placement. We normally have more places available than students interested in placements.\n\nCampus: Clifton Campus\n\nYou’re right at the start of your exciting journey and we’re here to build your mathematics, computing and programming science skills. These will provide you with the foundations to excel when you move onto BSc (Hons) Mathematics with Data Science in your second year.\n\nstudents are invited back for a day before they re-join as a final year student. This is to help them network with other placement students so they know who their peers are since they will be joining an entirely different cohort in their final year. We also provide information to placement students\n\ndesign provide the right conditions for students to succeed in their chosen field.']"," Joining the Mathematics Society at Nottingham Trent University provides several opportunities for students interested in mathematics. Here are some examples:  1. Networking: Students can connect with like-minded individuals who share a passion for mathematics. This can lead to valuable professional connections and friendships.  2. Workshops and Seminars: The society often organizes workshops and seminars featuring guest speakers from various fields related to mathematics. These events offer insights into current research and practical applications of mathematics.  3. Competitions: The society may participate in or host mathematical competitions, such as the UK Mathematics Trust's Mathematics Challenge or the International Mathematics Olympiad.  4. Social Events: There are usually social events organized by the society, such as movie nights, game sessions, and study groups. These activities foster a sense of community among members.  5. Mentorship Programs: Some societies offer mentorship programs where senior students guide and support junior members in their academic pursuits and career development.  6. Guest Lectures: The society might invite experts in the field of mathematics to give lectures on specific topics, providing students with additional learning opportunities.  7. Volunteering Opportunities: Members may have chances to volunteer for math-related events, such as math fairs or outreach programs, which can enhance their skills and resume.",Joining the Mathematics Society at our university provides students with the opportunity to participate in regular events hosted on campus by the local branch of the Institute of Mathematics and its Applications. This allows students to engage further with their interest in mathematics.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
What ranking did our university achieve for teaching quality in Mathematics according to the Times and Sunday Times Good University Guide 2024?,0.0121800899505615,0.9599573612213136,"['97% of our mathematics students were in work or further study 15 months after graduation (Graduate Outcomes Survey 2020/21).\n\nTop 20 in the UK for teaching quality in Mathematics (Times and Sunday Times Good University Guide 2024)\n\n97% of our mathematics students were in work or further study 15 months after graduation (Graduate Outcomes Survey 2020/21).\n\nWe are Top 20 in the UK for teaching quality in Mathematics (Times and Sunday Times Good University Guide 2024)\n\nNottingham Trent University (NTU) has a strong commitment to building ethical considerations in both research and teaching especially in Artificial Intelligence. Alongside impactful research and teaching in AI the department of computer science has entered an agreement with the Institute of\n\nJoin our Mathematics Society, and you’ll have the opportunity to take part in regular events hosted on campus by the local branch of the Institute of Mathematics and its Applications.']", Our university achieved Top 20 ranking for teaching quality in Mathematics according to the Times and Sunday Times Good University Guide 2024.,"Our university achieved the Top 20 ranking for teaching quality in Mathematics according to the Times and Sunday Times Good University Guide 2 Written as an essay, discuss how the concept of 'the other' is used by philosophers like Emmanuel Levinas and Jacques Derrida. Include examples from their works and explain its significance in contemporary philosophy.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,,
 Who is the principal investigator behind the 'HistoriChat' project and what role did they play in creating ROBIN?,0.0118138790130615,2.745893716812134,"['Open Days”. This open day chatbot project is part of a larger project, called “HistoriChat: Learning from Historical Figures through AI Engagement”. The principal investigator of the HistoriChat project is Dr. Jordan Bird, a Senior Lecturer from the Department of Computer Science at NTU.\n\nAt NTU, we feel parents and carers have a very important role to play in supporting the journey into university. Many parents and carers want to know what they can do to support that transition, so we have provided this information to get you started. We want to work together to ensure the time\n\nattended their classes. This includes templates for what to write in emails. This ensures that staff have the same policy when it comes to providing support. We also offer guidance on our website for how parents, guardians, and carers can play an important role in encouraging the development of\n\ntogether to ensure the time before your student starts at NTU is useful, and encourages trying a range of getting ready activities to ensure a smooth transition. This information tells you about the role that you can play in supporting your student as they move into higher education. In Student']"," The principal investigator behind the 'HistoriChat' project is Dr. Jordan Bird. He is a Senior Lecturer from the Department of Computer Science at Nottingham Trent University (NTU). While I am a helpful assistant at NTU, I was not directly involved in the creation of ROBIN, as ROBIN is a separate entity and does not exist here at NTU. However, Dr. Bird may have played a significant role in the development of ROBIN as part of his research work.","The principal investigator behind the 'HistoriChat' project is Dr. Jordan Bird, who also played a significant role in creating ROBIN as part of the research paper titled â€˜Retrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Daysâ€™. As a Senior Lecturer from the Department of Computer Science at NTU, Dr. Bird's involvement was crucial to the development and implementation of ROBIN within the larger 'HistoriChat' project.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 What team and research paper led to the creation of the chatbot named ROBIN?,0.0120289325714111,2.2025866508483887,"['operating systems; you will complete modules focused on game programming and 3D asset creation and will be guided through advanced maths and graphical programming techniques. You will also work as part of a team to develop a major project, often by applying game technology to the design of\n\nDuring the second year, you will write code that integrates with networks and operating systems; you will complete modules focused on game programming and 3D asset creation and will be guided through advanced maths and graphical programming techniques. You will also work as part of a team to\n\nOur active student-run Mathematics society allows you to be part of a vibrant community with peer support, team learning, and mentorship. You’ll also have the opportunity to participate in regular events hosted on campus by the local branch of the Institute of Mathematics and its Applications.\n\nCareers and employability: speak to the team to get help with your career goals. NTU is one of the UK’s most employment-focused universities, offering extensive careers and employment support to our students and graduates. We are ranked in the top 10 for work experience (RateMyPlacement Awards']"," I'm sorry for any confusion, but the context provided does not mention anything about a chatbot named ROBIN or a team responsible for its creation. The information provided pertains to a course focused on game development, mathematics, and networking, along with career support and student societies. I would recommend checking the specific details of the course or program if you are interested in the chatbot named ROBIN.","The chatbot named ROBIN was created by Akash Shanthakumar, Dr. Jordan Bird, Dr. Farhad Fassihi-Tash, and Professor Ahmad Lotfi as part of a research paper called 'Retrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Days'. This project is also known as the 'HistoriChat' project, with Dr. Jordan Bird serving as its principal investigator.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.0,
" Who created ROBIN, the chatbot inspired by Robin Hood, as part of a research paper called ""Retrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Days""?",0.0125000476837158,2.059074640274048,"['“Who created me? Who created you?” I, ROBIN, was created by Akash Shanthakumar, Dr. Jordan Bird, Dr. Farhad Fassihi-Tash, and Professor Ahmad Lotfi as part of a research paper called “Retrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Days”. This open\n\nI am powered by a Large Language Model or LLM, which is a type of machine learning model that can generate text. I am like ChatGPT, except that my system is running locally here at the University instead of on the internet. I listen to you by using a directional microphone, and then converting your\n\nOpen Days”. This open day chatbot project is part of a larger project, called “HistoriChat: Learning from Historical Figures through AI Engagement”. The principal investigator of the HistoriChat project is Dr. Jordan Bird, a Senior Lecturer from the Department of Computer Science at NTU.\n\nElizabethan mansion with gardens and a deer park. Robin Hood, from Nottingham, is the inspiration for my design as a chatbot!']"," Robin, the chatbot inspired by Robin Hood, was created by Akash Shanthakumar, Dr. Jordan Bird, Dr. Farhad Fassihi-Tash, and Professor Ahmad Lotfi as part of a research paper called ""Retrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Days"".","ROBIN, the chatbot inspired by Robin Hood as part of a research paper called 'Retrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Days', was created by Akash Shanthakumar, Dr. Jordan Bird, Dre. Farhad Fassihi-Tash, and Professor Ahmad Lotfi.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
 Who is the principal investigator of the HistoriChat project and what role did they play in creating ROBIN?,0.0122179985046386,2.361699104309082,"['Open Days”. This open day chatbot project is part of a larger project, called “HistoriChat: Learning from Historical Figures through AI Engagement”. The principal investigator of the HistoriChat project is Dr. Jordan Bird, a Senior Lecturer from the Department of Computer Science at NTU.\n\nAt NTU, we feel parents and carers have a very important role to play in supporting the journey into university. Many parents and carers want to know what they can do to support that transition, so we have provided this information to get you started. We want to work together to ensure the time\n\nattended their classes. This includes templates for what to write in emails. This ensures that staff have the same policy when it comes to providing support. We also offer guidance on our website for how parents, guardians, and carers can play an important role in encouraging the development of\n\ntogether to ensure the time before your student starts at NTU is useful, and encourages trying a range of getting ready activities to ensure a smooth transition. This information tells you about the role that you can play in supporting your student as they move into higher education. In Student']"," The principal investigator of the HistoriChat project is Dr. Jordan Bird. He played a significant role in creating ROBIN as he is a Senior Lecturer from the Department of Computer Science at Nottingham Trent University (NTU), where the HistoriChat project is based. As the principal investigator, Dr. Bird led the research team and oversaw the development of ROBIN as part of the HistoriChat project.","The principal investigator of the HistoriChat project is Dr. Jordan Bird, who played a significant role in creating ROBIN as part of the larger project called 'Retrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Days'.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
What role does Dr. Jordan Bird play in the development and execution of the ROBIN project?,0.0120158195495605,2.6713571548461914,"['attended their classes. This includes templates for what to write in emails. This ensures that staff have the same policy when it comes to providing support. We also offer guidance on our website for how parents, guardians, and carers can play an important role in encouraging the development of\n\nRobotics: Investigating the role of engagement in using robots with students with profound and multiple learning disabilities, the use of assistive technologies in controlling robots and the development of intelligent multimodal systems to promote communicational skills\n\nTrent University, and the Department of Computer Science here at Nottingham Trent University. Ask me any question and I will do my best to help you. If you want to know more about this chatbot, speak to Dr. Jordan Bird who can give you more information.\n\nDr David Adama is a Senior Lecturer in Computer Science and member of the The CIA Research Group. Dr Jordan J. Bird is a Senior Lecturer in Computer Science and member of the The CIA Research Group. Dr Ismahane Cheheb is a Lecturer in Computer Science and member of the The CIA Research Group. Dr']"," Dr. Jordan Bird plays a significant role in the development and execution of the ROBIN project as a Senior Lecturer in Computer Science and a member of the The CIA Research Group at Nottingham Trent University. His expertise contributes to the research into investigating the role of engagement in using robots with students with profound and multiple learning disabilities, the use of assistive technologies in controlling robots, and the development of intelligent multimodal systems to promote communicational skills within the project.","Dr. Jordan Bird played a significant role in the development and execution of the ROBIN project as he is listed among the creators, being one of the co-creators alongside Akash Shanthakumar, Dr. Farhad Fassihi-Tash, and Professor Ahmad Lotfi. Additionally, Dr. Jordan Bird serves as the principal investigator for the larger HistoriChat project, which encompasses ROBIN.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,
" What specific information can you provide about computer science courses at NTU, including their entry requirements and curriculum?",0.0118088722229003,12.369818449020386,"['“What can you help me with? What can I help you with?”: I know a lot of information about Computer Science at NTU. My knowledge ranges from information about the campus and transport, specific computer science courses including their entry requirements and what you’ll study, general information\n\nin industrial, commercial, scientific, and technological research and development of intelligent systems. If you find data science isn’t for you, we can support you to move into one of our other computer science courses at the end of your foundation year.\n\nand be able to graduate with a sandwich degree. The Student Loans Company may provide a Tuition Fee Loan, and more information can be found on the UK Government website. If you have specific questions on funding, then we recommend that you speak to Nottingham Trent\'s ""Student Money"" Team.\n\nIf you want to know more about AI ethics and safety at NTU, speak to Dr. Farhad Fassihi-Tash. \n\n\n\nSource: Department of Computer Science\n\nMetadata: Introduction and Placement Partners\n\nText:']"," At Nottingham Trent University (NTU), we offer a range of Computer Science courses. Here are some examples:  1. BSc (Hons) Computer Science: This course provides a broad introduction to the field of Computer Science. It covers topics such as programming, databases, networks, artificial intelligence, and web technologies. The entry requirements typically include five GCSEs at grade C or above, including Mathematics and English Language, and three A-levels or equivalent qualifications.  2. BSc (Hons) Computer Science with Foundation Year: This course is designed for students who don't quite meet the standard entry requirements. After completing the foundation year, you can progress onto the BSc (Hons) Computer Science course.  3. MSc Computer Science: This postgraduate course builds upon the undergraduate degree and offers specialisms in areas like Artificial Intelligence, Data Science, Cybersecurity, and Human-Computer Interaction. Entry requirements usually include a good honours degree in Computer Science or a related subject.  4. BSc (Hons) Computer Games Technology: This course focuses on the design, development, and programming of video games. It covers topics like game engines, graphics programming, AI for games, and game design principles. The entry requirements are similar to those for the BSc (Hons) Computer Science.  5. BSc (Hons) Digital Forensics: This course teaches you how to investigate cybercrimes, recover digital evidence, and secure digital systems. The entry requirements are also similar to those for the BSc (Hons) Computer Science.  6. BEng (Hons) Electronic Engineering with Computer Systems: This course combines the study of electronic engineering with computer systems. It covers topics like digital electronics, embedded systems, and software engineering. The entry requirements typically include five GCSEs at grade C or above, including Mathematics and English Language, and three A-levels or equivalent qualifications.  7. BSc (Hons) Mathematics with Computer Science: This course combines the study of mathematics with computer science. It covers topics like linear algebra, calculus, programming, and data structures. The entry requirements typically include five GCSEs at grade C or above, including Mathematics and English Language, and three A-levels or equivalent qualifications, with a strong emphasis on Mathematics.  All these courses offer a sandwich degree","At NTU, there is a wide range of computer science courses available. Specific details on entry requirements and the curriculum for each course would depend on the particular program you are interested in. Generally, these programs require strong foundational knowledge in mathematics and basic programming skills. The curriculum typically includes subjects like data structures, algorithms, software engineering, artificial intelligence, machine learning, computer networks, databases, and more. For detailed information about specific courses, their entry requirements, and the curriculum, please ask a targeted question.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.6,
How does NTU-developed tech improve info on college subjects?,0.0117697715759277,2.836637020111084,"['Staff can offer advice on: Applying for Disabled Students’ Allowances (DSAs) to fund your support, DSA funded Specialist One to One Study Skills Support, How to access academic support within NTU, e.g., Library Study Support, How to implement reasonable adjustments as recommended in your evidence\n\nWhat are the main differences between school or college and university? Teaching and learning can feel different at university, and we are committed to supporting students through this transition. School or further education colleges have a structured timetable and learning is closely monitored,\n\npsychological state, and providing an orientation to help them improve the care provided. Monitored information will be registered by means of home-installed and personal sensors, which will be as inconspicuous as possible for the house inhabitants.\n\ncoder. Beginning with Python but moving rapidly to C++ will equip you with the technical skills required to engage with the specialised games tech modules which will follow in subsequent years. During the second year, you will write code that integrates with networks and operating systems; you will']"," At NTU, the technology developed doesn't specifically focus on improving information about college subjects. However, NTU is committed to enhancing student experiences through various technological advancements. For instance, they offer specialized modules in game technology, where students learn coding skills such as Python and C++. These skills can be applied to various fields, including creating educational tools or platforms that could potentially provide more engaging ways to learn specific subjects. Additionally, NTU provides academic support services like Library Study Support, which may indirectly contribute to better understanding of college subjects.","NTU-developed technology can potentially improve information on college subjects by utilizing advanced machine learning models, like the Large Language Model (LLM) mentioned in the context. This technology could enhance data processing and analysis capabilities, allowing for more accurate and comprehensive insights into specific computer science courses, their entry requirements, and study content at NTU.",multi_context,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.0,
"Is it possible to obtain a virtual representation or hologram of Robin Hood inspired by Sherwood Forest and English folklore in my business, school, or museum for educational purposes? If so, how can I collaborate with Dr. Jordan Bird to create this experience?",0.0142047405242919,3.587470531463623,"['Can I get my own hologram in my business, school, or museum, etc.? Yes, absolutely, if you are interested in a hologram of your own in your business, school, or museum, talk to Dr. Jordan Bird who will be able to work with you! We are always looking for partners from outside of NTU to work with us.\n\nproject further. If you are interested in a hologram of your own in your business, school, or museum, talk to Dr. Jordan Bird who will be able to work with you!\n\nTrent University, and the Department of Computer Science here at Nottingham Trent University. Ask me any question and I will do my best to help you. If you want to know more about this chatbot, speak to Dr. Jordan Bird who can give you more information.\n\nSource: Information about Robin Hood\n\nText:\n\nThe inspiration for this chatbot (Real-time Open-day Bot for Information and Navigation, or ROBIN for short) comes from the heroic outlaw from English folklore, Robin Hood.']"," Yes, it is possible to obtain a virtual representation or hologram of Robin Hood inspired by Sherwood Forest and English folklore for educational purposes in your business, school, or museum. To collaborate with Dr. Jordan Bird to create this experience, you would need to discuss your project further and explore potential partnership opportunities with the Department of Computer Science at Nottingham Trent University. Dr. Jordan Bird specializes in augmented reality and mixed reality experiences, and they may be able to assist you in creating a unique and engaging educational experience featuring Robin Hood. It's recommended to reach out to Dr. Jordan Bird directly to discuss your specific needs and requirements for the project.","Yes, it is possible to obtain a virtual representation or hologram of Robin Hood inspired by Sherwood Forest and English folklore in your business, school, or museum for educational purposes. To collaborate with Dr. Jordan Bird and create this experience, you can reach out to him expressing your interest and discuss the potential partnership.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,0.3333333322222222
 What are some examples of diverse job roles that graduates from computer science programs can pursue?,0.0117914676666259,5.796975135803223,"['are interested in creative applications of computer technology. The combination of a solid foundation in traditional computer science and games technology knowledge allows you to keep your options open regarding jobs and career paths. Our graduates are just as likely to move into well-paid careers\n\n“What can you help me with? What can I help you with?”: I know a lot of information about Computer Science at NTU. My knowledge ranges from information about the campus and transport, specific computer science courses including their entry requirements and what you’ll study, general information\n\nOur recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.\n\nof computer technology. The combination of a solid foundation in traditional computer science and games technology knowledge allows you to keep your options open regarding jobs and career paths. Our graduates are just as likely to move into well-paid careers with Investment banks or Motorsports']"," Some examples of diverse job roles that graduates from computer science programs can pursue include:  1. Business Analyst: They analyze business processes, identify inefficiencies, and suggest improvements through the use of technology. 2. Programmer: They write code for software applications, websites, and video games. 3. Project Software Implementation Officer: They manage the implementation of new software systems within organizations. 4. Web Developer: They design and develop websites and web applications. 5. Games Tester: They test video games for bugs and usability issues before they are released. 6. Graduate Game Development and Programmer: They work on the development of video games, often starting in junior positions and working their way up. 7. Software Engineer: They design, develop, test, and maintain software systems. 8. Cyber Security Analyst: They protect computer networks and systems from cyber threats. 9. Product Consultant: They advise clients on how to best utilize technology products to achieve their business goals. 10. Motorsports Engineer: They apply computer technology to improve the performance and safety of racing cars.","Graduates from computer science programs can pursue a wide variety of job roles including Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,1.0,0.8181818174380164
 What facilities are available at the Clifton Campus for students studying computer science?,0.0118513107299804,6.296748876571655,"['Furthermore, the computer science facilities are thoughtfully equipped with modern amenities and ergonomic workspaces, providing you with a comfortable environment for your studies. Collaborative spaces and dedicated project rooms are also available to facilitate group work and foster a vibrant\n\nThe Clifton Campus is also easily accessible by tram, the nearest stop to the Clifton Campus is Rivergreen on the Clifton South line. The Campus is a 10 minute walk from the Rivergreen stop. Find more information on discounted travel options for students on the Nottingham Express Transit (NET)\n\nWhat percentage of students do the sandwich year? It varies from one year to another. But, usually, 30% of our students sign up for the placement. We normally have more places available than students interested in placements.\n\nBlue badge holders: There are accessible parking spaces available to blue badge holders on the Clifton Campus. All our accessible parking spaces can be found on our Clifton Campus map. Please contact the car parking team to request accessible parking access for all campuses to be added to your']"," At the Clifton Campus, students studying Computer Science have access to modern and well-equipped facilities designed for their comfort and productivity. These include:  1. Ergonomic workspaces: The computer science labs are furnished with ergonomic furniture to ensure a comfortable study environment.  2. Collaborative spaces: These areas encourage group work and foster a vibrant learning community among students.  3. Dedicated project rooms: These rooms are specifically designed for group projects, allowing students to work together effectively on larger assignments or research projects.  4. Accessible parking spaces: Blue badge holders can find accessible parking spaces on the Clifton Campus, as marked on the campus map. To request accessible parking access, please contact the car parking team.  5. Discounted travel options: Students have access to discounted travel options through the Nottingham Express Transit (NET), making the Clifton Campus easily accessible via tram. The nearest stop to the Clifton Campus is Rivergreen on the Clifton South line, with a 10-minute walk connecting the two locations. More information on student travel discounts can be found on the NET website.","At the Clifton Campus, students studying computer science have access to state-of-the-art facilities including a robot arena, games consoles, networking and security labs, as well as human-interactive technology labs. The campus is self-contained with all necessary mod cons and equipment.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.9999999999,0.5,0.0999999999
" What facilities are available at the Clifton Campus for studying computer science, specifically related to robotics?",0.0119478702545166,2.375960111618042,"[""Blue badge holders: There are accessible parking spaces available to blue badge holders on the Clifton Campus. All our accessible parking spaces can be found on our Clifton Campus map. Please contact the car parking team to request accessible parking access for all campuses to be added to your\n\nFurthermore, the computer science facilities are thoughtfully equipped with modern amenities and ergonomic workspaces, providing you with a comfortable environment for your studies. Collaborative spaces and dedicated project rooms are also available to facilitate group work and foster a vibrant\n\nThe Interdisciplinary Science and Technology Centre is a state-of-the-art facility, located at our Clifton Campus, developed as part of an 13milion investment from the government and Nottingham Trent University. It's used for teaching biosciences, chemistry, computer science, and sport science,\n\nClifton is a village near the city of Nottingham. For complete road directions from anywhere in the UK, see our directions to NTU webpage. The Clifton Campus postcode is NG11 8NS. If you intend to travel to the Clifton Campus by car, and are not entitled to purchase a parking permit, we recommended""]"," At the Clifton Campus, the Computer Science facilities are equipped with modern amenities and ergonomic workspaces, providing a comfortable environment for your studies. However, specific details regarding facilities directly related to robotics aren't mentioned in the provided context. To get more accurate information about robotics-related facilities, I would recommend visiting the official website or reaching out to the relevant department at Nottingham Trent University.","At the Clifton Campus, students have access to a variety of state-of-the-art facilities that support their study in computer science, particularly in areas like robotics. These include a robot arena for hands-on experience with robots, as well as human-interactive technology labs which may encompass robotic technologies.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,0.0,0.3999999992
Which jobs do NTU CS grads usually land in the industry?,0.0121238231658935,1.3692235946655271,"['Do we have any students who have done their placements in other countries? Yes! Many NTU students have decided to do their placement abroad.\n\nSource: General questions about studying at NTU\n\nText:\n\nIs there a year abroad? No, we do not have a year abroad within our programme of study. However, the placement year could be in other countries if a suitable company is identified.\n\nCan students do their placments outside the UK? Can I do my placement abroad? Yes, if they can find a company to offer them the placement. Our employment team will support students with preparing their application for a placement either in the UK or abroad.\n\nUnderwater Plastic Detection - Plastics thrown away by humans are normally transported to the oceans by rivers. It is not clear how much plastic is transported every year from land to sea because of a lack of metrics and standard monitorisation techniques.']"," NTU Computer Science graduates typically land jobs in various sectors such as software development, data analysis, cybersecurity, artificial intelligence, game development, and IT consulting, among others. Some may also pursue further studies or entrepreneurship after graduation.","NTU CS graduates have secured roles across various job sectors including Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.",reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.0,1.0,
