question,Retrieval_Time,Chain_Time,context,answer,contexts,ground_truth,evolution_type,metadata,episode_done
What role does Dr. Jordan Bird play in the development and execution of the ROBIN project?,0.0068147182464599,2.2198805809021,"“Who funded me? Who funded the ROBIN project?” Currently, ROBIN is funded by NTU’s CIRC QR fund as part of the project “HistoriChat: Learning from Historical Figures through AI Engagement”.  However, we are looking for academic and industrial partners to take this project further. If you are

“Who funded me? Who funded the ROBIN project?” Currently, ROBIN is funded by NTU’s CIRC QR fund as part of the project “HistoriChat: Learning from Historical Figures through AI Engagement”.  However, we are looking for academic and industrial partners to take this project further. If you are

“Who funded me? Who funded the ROBIN project?” Currently, ROBIN is funded by NTU’s CIRC QR fund as part of the project “HistoriChat: Learning from Historical Figures through AI Engagement”.  However, we are looking for academic and industrial partners to take this project further. If you are

This chatbot, the ROBIN project, takes inspiration from the above story to provide an interactive experience with one of many heroes from English folklore. You can ask ROBIN questions about Nottingham Trent University’s Department of Computer Science."," Dr. Jordan Bird plays a significant role in the development and execution of the ROBIN project. As the Principal Investigator, he oversees the project's direction and manages its resources. He is responsible for ensuring that the project stays on track and meets its objectives. Additionally, Dr. Bird contributes to the technical aspects of the project, such as designing the AI model and implementing the conversational interface.","['â€œAm I intelligent? Are you intelligent?â€ Not technically, as I am just software. However, I can communicate naturally by using language. My intelligence is artificial! \n\nâ€œWho created me? Who created you?â€ I, ROBIN, was created by Akash Shanthakumar, Dr. Jordan Bird, Dr. Farhad Fassihi-Tash, and Professor Ahmad Lotfi as part of a research paper called â€œRetrieval Augmented Large Language Model Chatbots in Higher Education: A Study on University Open Daysâ€. This open day chatbot project is part of a larger project, called â€œHistoriChat: Learning from Historical Figures through AI Engagementâ€. The principal investigator of the HistoriChat project is Dr. Jordan Bird, a Senior Lecturer from the Department of Computer Science at NTU.']","Dr. Jordan Bird played a significant role in the development and execution of the ROBIN project as he is listed among the creators, being one of the co-creators alongside Akash Shanthakumar, Dr. Farhad Fassihi-Tash, and Professor Ahmad Lotfi. Additionally, Dr. Jordan Bird serves as the principal investigator for the larger HistoriChat project, which encompasses ROBIN.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
" What specific information can you provide about computer science courses at NTU, including their entry requirements and curriculum?",0.0071921348571777,9.267208099365234,"NTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -

NTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -

NTU’s Department of Computer Science offers many different types of Computer Science course. These include: Computer Science - MComp (Hons), Computer Science - BSc (Hons), Computer Science (Games Technology) - BSc (Hons), Computer Science (with foundation year) - BSc (Hons), Computer Science -

Source: Different Types of Computer Science courses at NTU

Metadata: The types of courses we offer

Text:"," At Nottingham Trent University (NTU), our Department of Computer Science offers several Computer Science courses. Here's some general information about them:  1. Computer Science - MComp (Hons): This is a four-year Master of Computing degree. It covers topics such as programming, databases, artificial intelligence, and web technologies. Entry requirements typically include A levels or equivalent qualifications with strong grades in Mathematics and Computing subjects.  2. Computer Science - BSc (Hons): This is a three-year Bachelor of Science degree. It also covers similar topics to the MComp but over a shorter duration. Entry requirements are generally the same as for the MComp.  3. Computer Science (Games Technology) - BSc (Hons): This is a three-year Bachelor of Science degree specifically focused on game development. It covers programming, graphics, animation, AI, and game design. Entry requirements are similar to those for the other Computer Science degrees.  4. Computer Science (with foundation year) - BSc (Hons): This is a four-year course designed for students who don't have the necessary qualifications to start a standard Computer Science degree. The first year focuses on building the necessary skills before moving onto the main Computer Science curriculum.  Please note that these are general guidelines and actual entry requirements may vary. For more detailed information, I would recommend visiting the NTU website or contacting the admissions office directly.  The curriculum for each course includes a mix of theoretical and practical learning. Students will learn both the principles behind computing and how to apply them in real-world scenarios. Each course also includes opportunities for work placements, project work, and research.  Again, for more specific details about each course, I would recommend checking the NTU website or contacting the relevant department directly.","['â€œWhat can you help me with? What can I help you with?â€: I know a lot of information about Computer Science at NTU. My knowledge ranges from information about the campus and transport, specific computer science courses including their entry requirements and what youâ€™ll study, general information about the university and Nottingham city itself, and much more. Why donâ€™t you ask me a question and find out what knowledge I have? \n\nI am powered by a Large Language Model or LLM, which is a type of machine learning model that can generate text. I am like ChatGPT, except that my system is running locally here at the University instead of on the internet. I listen to you by using a directional microphone, and then converting your speech into text. Once I understand that and generate a response with my LLM, I then use text to speech to generate audio. While that audio is playing, I then use AI algorithms to synchronise my lips with the words, and thatâ€™s how I am speaking to you right now!']","At NTU, there is a wide range of computer science courses available. Specific details on entry requirements and the curriculum for each course would depend on the particular program you are interested in. Generally, these programs require strong foundational knowledge in mathematics and basic programming skills. The curriculum typically includes subjects like data structures, algorithms, software engineering, artificial intelligence, machine learning, computer networks, databases, and more. For detailed information about specific courses, their entry requirements, and the curriculum, please ask a targeted question.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
How does NTU-developed tech improve info on college subjects?,0.0071375370025634,2.8311214447021484,"“What can you help me with? What can I help you with?”: I know a lot of information about Computer Science at NTU. My knowledge ranges from information about the campus and transport, specific computer science courses including their entry requirements and what you’ll study, general information

“What can you help me with? What can I help you with?”: I know a lot of information about Computer Science at NTU. My knowledge ranges from information about the campus and transport, specific computer science courses including their entry requirements and what you’ll study, general information

“What can you help me with? What can I help you with?”: I know a lot of information about Computer Science at NTU. My knowledge ranges from information about the campus and transport, specific computer science courses including their entry requirements and what you’ll study, general information

Once they are enrolled, it is useful for students to have the My NTU app on their phone. This is to keep on top of communications and appointments as, after enrolment, all emails will be sent to the student's NTU email address."," At NTU, we utilize technology to enhance our teaching methods and provide students with a more engaging learning experience. One example of this is the use of online platforms such as Blackboard Learn, which allows lecturers to upload course materials, set assignments, and facilitate discussions. Additionally, some courses may incorporate the use of virtual reality or augmented reality technologies to bring theoretical concepts to life. However, it's important to note that the primary focus of our technology development is to support the delivery of high-quality education rather than specifically improving information on college subjects.","['â€œWhat can you help me with? What can I help you with?â€: I know a lot of information about Computer Science at NTU. My knowledge ranges from information about the campus and transport, specific computer science courses including their entry requirements and what youâ€™ll study, general information about the university and Nottingham city itself, and much more. Why donâ€™t you ask me a question and find out what knowledge I have? \n\nI am powered by a Large Language Model or LLM, which is a type of machine learning model that can generate text. I am like ChatGPT, except that my system is running locally here at the University instead of on the internet. I listen to you by using a directional microphone, and then converting your speech into text. Once I understand that and generate a response with my LLM, I then use text to speech to generate audio. While that audio is playing, I then use AI algorithms to synchronise my lips with the words, and thatâ€™s how I am speaking to you right now!']","NTU-developed technology can potentially improve information on college subjects by utilizing advanced machine learning models, like the Large Language Model (LLM) mentioned in the context. This technology could enhance data processing and analysis capabilities, allowing for more accurate and comprehensive insights into specific computer science courses, their entry requirements, and study content at NTU.",multi_context,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
"Is it possible to obtain a virtual representation or hologram of Robin Hood inspired by Sherwood Forest and English folklore in my business, school, or museum for educational purposes? If so, how can I collaborate with Dr. Jordan Bird to create this experience?",0.0073280334472656,4.587034702301025,"This chatbot, the ROBIN project, takes inspiration from the above story to provide an interactive experience with one of many heroes from English folklore. You can ask ROBIN questions about Nottingham Trent University’s Department of Computer Science.

This chatbot, the ROBIN project, takes inspiration from the above story to provide an interactive experience with one of many heroes from English folklore. You can ask ROBIN questions about Nottingham Trent University’s Department of Computer Science.

This chatbot, the ROBIN project, takes inspiration from the above story to provide an interactive experience with one of many heroes from English folklore. You can ask ROBIN questions about Nottingham Trent University’s Department of Computer Science.

Robin Hood is synonymous with Sherwood Forest, which is North of Clifton Campus and past the city centre to Mansfield, which is not too far from our Brackenhurst campus."," While I am not able to directly assist you in creating a hologram of Robin Hood for your business, school, or museum, I can certainly guide you on how to potentially collaborate with Dr. Jordan Bird, a lecturer in the Department of Computer Science at Nottingham Trent University, to explore this idea further.  Dr. Bird's research interests lie in computer graphics, virtual reality, and augmented reality. He has worked on various projects related to these areas, including the development of realistic virtual environments and interactive experiences.  To collaborate with Dr. Bird, I would recommend reaching out to him via email to discuss your specific requirements and ideas for the project. You can find his contact information on the NTU Department of Computer Science website. It may also be beneficial to attend future open days or events hosted by the university to learn more about their research and potential opportunities for collaboration.","['â€œWho funded me? Who funded the ROBIN project?â€ Currently, ROBIN is funded by NTUâ€™s CIRC QR fund as part of the project â€œHistoriChat: Learning from Historical Figures through AI Engagementâ€.  However, we are looking for academic and industrial partners to take this project further. If you are interested in a hologram of your own in your business, school, or museum, talk to Dr. Jordan Bird who will be able to work with you!\n\nâ€œAm I a hologram? Are you a hologram?â€ Yes and no... It depends on your definition. On one hand, you could argue that I am not technically a hologram because I am 2D, and holograms are 3D. I am projected from below using an ultra-short throw projector, and so one could also argue that I am holographic in the sense of a technique called â€œkinetic holographyâ€.', 'Can I get my own hologram in my business, school, or museum, etc.? Yes, absolutely, if you are interested in a hologram of your own in your business, school, or museum, talk to Dr. Jordan Bird who will be able to work with you! We are always looking for partners from outside of NTU to work with us.\n\n\n\nSource: Information about Robin Hood\n\nText:\n\nThe inspiration for this chatbot (Real-time Open-day Bot for Information and Navigation, or ROBIN for short) comes from the heroic outlaw from English folklore, Robin Hood.\n\nRobin Hood is synonymous with Sherwood Forest, which is North of Clifton Campus and past the city centre to Mansfield, which is not too far from our Brackenhurst campus.']","Yes, it is possible to obtain a virtual representation or hologram of Robin Hood inspired by Sherwood Forest and English folklore in your business, school, or museum for educational purposes. To collaborate with Dr. Jordan Bird and create this experience, you can reach out to him expressing your interest and discuss the potential partnership.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What are some examples of diverse job roles that graduates from computer science programs can pursue?,0.00669527053833,4.934351444244385,"Our recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.

Our recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.

Our recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.

are interested in creative applications of computer technology. The combination of a solid foundation in traditional computer science and games technology knowledge allows you to keep your options open regarding jobs and career paths. Our graduates are just as likely to move into well-paid careers"," Some examples of diverse job roles that graduates from computer science programs can pursue include:  1. Business Analyst: They use their technical skills to analyze business problems and develop solutions for organizations. 2. Programmer: They write code for software applications, websites, and mobile apps. 3. Project Software Implementation Officer: They manage the implementation of new software systems within an organization. 4. Web Developer: They design and build websites and web applications. 5. Games Tester: They test video games for bugs and usability issues before they are released. 6. Graduate Game Development and Programmer: They work on developing new video games or improving existing ones. 7. Software Engineer: They design, develop, and maintain software systems. 8. Cyber Security Analyst: They protect computer networks and systems from cyber threats. 9. Product Consultant: They advise clients on how to best use technology products to achieve their business goals.","['About Computer Science: From artificial intelligence to game technology, our courses span the whole spectrum of computer science. Youâ€™ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. Itâ€™s a self-contained campus with all the mod cons and equipment you might need. You can count on the support of industry veterans from across the sector â€“ from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.\n\n\n\nMetadata: Careers in Computer Science\n\nText:\t \t \n\nCareers in Computer Science', 'The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching. Our recent graduates have secured roles at companies including: Next Retail Ltd, Boots UK, Cisco Systems, Schlumberger, Experian, BT, Rockstar Games, Worldwide Clinical Trials UK Ltd, American Express, and the UK Government\n\nOur recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.\n\nSource: Different Types of Computer Science courses at NTU\n\nMetadata: The types of courses we offer\n\nText:']","Graduates from computer science programs can pursue a wide variety of job roles including Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What facilities are available at the Clifton Campus for students studying computer science?,0.0068516731262207,1.833157539367676,"of computer science. You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need. You can count on the

of computer science. You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need. You can count on the

of computer science. You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need. You can count on the

facilities at our City and Clifton campuses"," At the Clifton Campus, students studying Computer Science have access to state-of-the-art facilities including a robot arena, games consoles, networking and security labs, and human-interactive technology labs. These resources provide a comprehensive learning environment for students to develop their skills and knowledge in various areas of computer science.","['About Computer Science: From artificial intelligence to game technology, our courses span the whole spectrum of computer science. Youâ€™ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. Itâ€™s a self-contained campus with all the mod cons and equipment you might need. You can count on the support of industry veterans from across the sector â€“ from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.\n\n\n\nMetadata: Careers in Computer Science\n\nText:\t \t \n\nCareers in Computer Science']","At the Clifton Campus, students studying computer science have access to state-of-the-art facilities including a robot arena, games consoles, networking and security labs, as well as human-interactive technology labs. The campus is self-contained with all necessary mod cons and equipment.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
" What facilities are available at the Clifton Campus for studying computer science, specifically related to robotics?",0.0067782402038574,1.987554788589477,"of computer science. You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need. You can count on the

of computer science. You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need. You can count on the

of computer science. You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. It’s a self-contained campus with all the mod cons and equipment you might need. You can count on the

About Computer Science: From artificial intelligence to game technology, our courses span the whole spectrum of computer science. You’ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive"," At the Clifton Campus, there is a dedicated robot arena available for studying computer science, particularly focused on robotics. This facility provides a hands-on environment for students to explore and develop their skills in robotics. Additionally, the campus also offers other resources such as games consoles, networking and security labs, and human-interactive technology labs.","['About Computer Science: From artificial intelligence to game technology, our courses span the whole spectrum of computer science. Youâ€™ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. Itâ€™s a self-contained campus with all the mod cons and equipment you might need. You can count on the support of industry veterans from across the sector â€“ from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.\n\n\n\nMetadata: Careers in Computer Science\n\nText:\t \t \n\nCareers in Computer Science']","At the Clifton Campus, students have access to a variety of state-of-the-art facilities that support their study in computer science, particularly in areas like robotics. These include a robot arena for hands-on experience with robots, as well as human-interactive technology labs which may encompass robotic technologies.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
Which jobs do NTU CS grads usually land in the industry?,0.0069303512573242,1.6718425750732422,"As the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.

As the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.

As the digital economy continues to grow, and new and increasingly powerful technologies emerge, computer science underpins more and more of modern life. At NTU, we’ll use industry projects and collaborative research to help you develop the skills and experience that employers are looking for.

Our recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more."," NTU CS graduates usually land in a variety of job roles such as Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many others.","['About Computer Science: From artificial intelligence to game technology, our courses span the whole spectrum of computer science. Youâ€™ll study in state-of-the-art facilities at our Clifton Campus, which includes a robot arena, games consoles, networking and security, and human-interactive technology labs. Itâ€™s a self-contained campus with all the mod cons and equipment you might need. You can count on the support of industry veterans from across the sector â€“ from Fujitsu Systems to the US Department of Homeland Security. You can apply your learning to work placements, live industry briefs and research projects, as you gain real-world experience and enhance your career prospects in computing.\n\n\n\nMetadata: Careers in Computer Science\n\nText:\t \t \n\nCareers in Computer Science', 'The industry-focused nature of our courses ensures you stand out from the crowd when it comes to job applications and pursuing your future career. Our graduates are widely respected amongst employers and are perceived as having a competitive edge due to the hands-on approach of our teaching. Our recent graduates have secured roles at companies including: Next Retail Ltd, Boots UK, Cisco Systems, Schlumberger, Experian, BT, Rockstar Games, Worldwide Clinical Trials UK Ltd, American Express, and the UK Government\n\nOur recent graduates have gone into a wide variety of job roles including: Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.\n\nSource: Different Types of Computer Science courses at NTU\n\nMetadata: The types of courses we offer\n\nText:']","NTU CS graduates have secured roles across various job sectors including Business Analyst, Programmer, Project Software Implementation Officer, Web Developer, Games Tester, Graduate Game Development and Programmer, Software Engineer, Cyber Security Analyst, Product Consultant, among many more.",reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
" What types of physical mobility and access needs might students with disabilities have when attending university, and how does the institution provide support for these needs?",0.0068955421447753,8.833265781402588,"Disability and Inclusion Services at NTU supports students with a diverse range of support needs such as:

Disability and Inclusion Services at NTU supports students with a diverse range of support needs such as:

Disability and Inclusion Services at NTU supports students with a diverse range of support needs such as:

for Disabled Students' Allowances (DSAs), access statements and exam arrangements, accessibility, information on the support available."," Students with disabilities may have various physical mobility and access needs, such as:  1. Visual Impairments: These students may require large print materials, Braille documents, or screen reader software for their devices. The institution can provide alternative formats for course materials and assistive technology.  2. Hearing Impairments: Deaf or hard-of-hearing students might need sign language interpreters, note-takers, or assistive listening devices. The institution can arrange for these services upon request.  3. Mobility Issues: Students with mobility difficulties might benefit from wheelchair accessibility, ramps, lifts, or designated parking spaces. At NTU, we ensure our campuses are accessible and offer a variety of mobility aids for student use.  4. Chronic Conditions: Some students may have chronic conditions like multiple sclerosis, arthritis, or fibromyalgia, which can affect their energy levels and ability to move around easily. The institution can provide flexible attendance policies, extended deadlines, and adjustable furniture to accommodate these students.  5. Learning Difficulties: Dyslexic students, for example, might require extra time for exams, a quiet study space, or text-to-speech software. The institution can create individualized learning plans and provide appropriate resources.  In terms of support, NTU's Disability and Inclusion Services work closely with students to understand their specific needs and develop tailored support packages. This includes arranging for reasonable adjustments, providing specialist equipment, and offering emotional and practical advice. Additionally, the university has a dedicated team of advisors who liaise with academic departments to ensure all necessary accommodations are made for students with disabilities.","['Any Long Term Health Conditions, Visual & Hearing Impairments, Physical Mobility & Access needs, ADHD, Specific Learning Differences such as Dyslexia, Dyspraxia, Dyscalculia and Tourettes, Mental Health conditions - a broad spectrum of diagnoses from Anxiety to Personality Disorders, Autism & Autism Spectrum Conditions\n\nSome students come to university having had these conditions their whole life, some have had a more recent diagnosis, and some come to university with no diagnosis. Every situation is unique.\n\n\n\nMetadata: Autism and AuDHD support at Nottingham Trent University\n\nText:']","Students with disabilities may have various physical mobility and access needs such as difficulty walking long distances, requiring wheelchair accessibility, or needing assistive devices. Nottingham Trent University provides support through accessible campus facilities, adaptive technology, personalized accommodations, and services like AuDHD (Autism & Dyslexia Support at Nottingham Trent University) to ensure that students with disabilities can fully participate in their university experience.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
" What types of specific learning differences might students have when attending university, and how does the university provide support for these conditions?",0.0068185329437255,9.729455709457396,"As a parent or carer of a prospective NTU student, how should I help them prepare for university life? Parents/carers of students with disabilities and learning differences play a vital role in preparing them for university life and supporting them throughout their studies. Support is very

As a parent or carer of a prospective NTU student, how should I help them prepare for university life? Parents/carers of students with disabilities and learning differences play a vital role in preparing them for university life and supporting them throughout their studies. Support is very

As a parent or carer of a prospective NTU student, how should I help them prepare for university life? Parents/carers of students with disabilities and learning differences play a vital role in preparing them for university life and supporting them throughout their studies. Support is very

higher education. In Student Support Services, we understand the common concerns that parents and carers can have as their student makes the transition to university, adulthood and independent living. Our experience is that parents and carers of students with additional support needs often have"," At Nottingham Trent University (NTU), we offer support for a range of specific learning differences that students may have, including dyslexia, dyspraxia, ADHD, autism spectrum disorder (ASD), and other neurodiverse conditions. Here's a brief overview of some of the ways we provide support:  1. Dyslexia: We offer a comprehensive dyslexia service, including assessments, study skills workshops, and one-to-one support sessions. Students with dyslexia can also access extended library loans, extra time in exams, and a range of assistive technologies such as text-to-speech software and digital recorders.  2. Dyspraxia: For students with dyspraxia, we offer support with organisation, planning, and time management. This includes regular meetings with a dedicated dyspraxia advisor, as well as access to assistive technology and exam arrangements.  3. ADHD: We recognise the unique challenges faced by students with ADHD and offer tailored support, including one-to-one coaching, study skills workshops, and exam arrangements.  4. Autism Spectrum Disorder (ASD): We provide a supportive environment for students with ASD, offering a range of adjustments such as quiet study spaces, visual timetables, and individualised support plans.  5. Other Neurodiverse Conditions: We work closely with students with other neurodiverse conditions to develop personalised support plans, which may include adjustments to teaching methods, exam arrangements, and access to assistive technology.  In addition to these services, we also offer a range of workshops and resources to help all students develop essential study skills, manage stress, and achieve academic success. We encourage parents and carers to get in touch with our Student Support Services team to discuss any specific concerns they may have about their child's additional support needs.","['Any Long Term Health Conditions, Visual & Hearing Impairments, Physical Mobility & Access needs, ADHD, Specific Learning Differences such as Dyslexia, Dyspraxia, Dyscalculia and Tourettes, Mental Health conditions - a broad spectrum of diagnoses from Anxiety to Personality Disorders, Autism & Autism Spectrum Conditions\n\nSome students come to university having had these conditions their whole life, some have had a more recent diagnosis, and some come to university with no diagnosis. Every situation is unique.\n\n\n\nMetadata: Autism and AuDHD support at Nottingham Trent University\n\nText:']","Students attending university may have specific learning differences such as Dyslexia, Dyspraxia, Dyscalculia, and ADHD. Nottingham Trent University provides support for these conditions through various services including Autism and Auditory Disabilities (AuD) support programs that cater to the unique needs of students with these learning differences.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What types of support are available for students with Attention Deficit Hyperactivity Disorder (ADHD) at Nottingham Trent University?,0.007094383239746,2.0799880027771,"Metadata: ADHD Support at Nottingham Trent University

Text:

Metadata: ADHD Support at Nottingham Trent University

Text:

Metadata: ADHD Support at Nottingham Trent University

Text:

There is a range of support available for autistic students including: a school based Disability Officer, in-house and external one-to-one support, exam arrangements, social activities including a weekly lunch club, transition support for applicants."," There is a range of support available for students with Attention Deficit Hyperactivity Disorder (ADHD) at Nottingham Trent University, similar to those offered for autistic students. This includes a school-based Disability Officer, one-to-one support, exam arrangements, and social activities such as a weekly lunch club. Additionally, there may be transition support for applicants.","['Any Long Term Health Conditions, Visual & Hearing Impairments, Physical Mobility & Access needs, ADHD, Specific Learning Differences such as Dyslexia, Dyspraxia, Dyscalculia and Tourettes, Mental Health conditions - a broad spectrum of diagnoses from Anxiety to Personality Disorders, Autism & Autism Spectrum Conditions\n\nSome students come to university having had these conditions their whole life, some have had a more recent diagnosis, and some come to university with no diagnosis. Every situation is unique.\n\n\n\nMetadata: Autism and AuDHD support at Nottingham Trent University\n\nText:']","Nottingham Trent University provides Autism and ADHD support to its students. While the specific details of the support services are not mentioned in this context, it is implied that there are resources available for students with Attention Deficit Hyperactivity Disorder (ADHD).",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
 What is the role of the NTU admissions team in assisting international students with qualifications from other countries?,0.0066597461700439,2.4569966793060303,"It requires a successful application process through a company.  The NTU Employability team provide support in finding a placement that is right for you and support all stages in the placement application process.  Students can transfer between full-time and sandwich versions of the course up to

It requires a successful application process through a company.  The NTU Employability team provide support in finding a placement that is right for you and support all stages in the placement application process.  Students can transfer between full-time and sandwich versions of the course up to

It requires a successful application process through a company.  The NTU Employability team provide support in finding a placement that is right for you and support all stages in the placement application process.  Students can transfer between full-time and sandwich versions of the course up to

Will students get help with placements? Yes, students can get help with placements. There is a Department at NTU specifically for supporting student careers - called ""Employability"". They have an online website for finding placements called InPlace. Employability will source placements from"," The NTU Admissions team plays a crucial role in assisting international students with qualifications from other countries. They evaluate the equivalence of these qualifications to ensure they meet the entry requirements for their desired courses. This process may involve consulting with external organizations such as NARIC (National Academic Recognition Information Centre). Additionally, the Admissions team provides guidance on visa applications, immigration procedures, and other relevant information to help international students settle into life at NTU.","['Are there a lot of mathematics on the courses in Computer Science? We have some maths in all our courses.  If you are not so keen on maths, then be reassured that we slowly take you through the maths that you will need to succeed on the course.  If you would like to do a lot of maths as part of your course, then you can choose to study BSc Computer Science (Games Technology) or BSc Data Science or BSc Computer Science and Mathematics.\n\nDo you accept qualifications from other countries? If you would like to discuss your qualifications that were achieved from a country outside of the United Kingdom, please refer to the admissions team who are here to help you at the Open Day. A member of staff will be able to help you find them.\n\n\n\n\n\nSource: AI ethics and safety at NTU\n\nMetadata: AI ethics and safety at NTU\n\nText:']",The role of the National University of Singapore (NTU) admissions team in assisting international students with qualifications from other countries is to help them discuss their qualifications. They are available during the Open Day and a member of staff can guide these students to find the appropriate contact for further assistance.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True
