question,Retrieval_Time,Chain_Time,Vanilla_contexts,answer,RAGAS_Contexts,ground_truth,evolution_type,metadata,episode_done,contexts_bertscore_similarity
How do NTU tools support teens in their first-year University experience?,0.0069310665130615,7.934693098068237,parent carer prospective ntu student help prepare university life parentscarers students disabilities learning differences play vital role preparing university life supporting throughout studies support parent carer prospective ntu student help prepare university life parentscarers students disabilities learning differences play vital role preparing university life supporting throughout studies support parent carer prospective ntu student help prepare university life parentscarers students disabilities learning differences play vital role preparing university life supporting throughout studies support ntu feel parents carers important role play supporting journey university many parents carers want know support transition provided information get started want work together ensure time," At NTU, we offer various resources and tools to support our students during their first year of university. These include:  1. Disability Services: They provide support for students with disabilities and learning differences, ensuring that reasonable adjustments are made to enable students to access all aspects of university life.  2. Student Wellbeing Service: This service offers advice and guidance on mental health, wellbeing, and personal issues. They also provide workshops and events to help students manage stress and maintain good mental health.  3. Academic Skills Centre: This centre provides academic skills support, including study skills, writing skills, maths and statistics support, and language support.  4. Peer Mentoring Scheme: This scheme pairs new students with more experienced students who can offer advice and support on academic matters, as well as settling into university life.  5. Online Learning Resources: Our online learning platform provides access to lecture notes, reading lists, and other resources to help students with their studies.  6. Careers and Employability Service: This service helps students with career planning, job applications, and interview techniques, as well as offering opportunities for work placements and internships.  7. Student Union: The Student Union represents students' interests and organizes events, societies, and campaigns. It also provides advice and support on a wide range of topics, from academic matters to financial concerns.  By utilizing these resources and tools, students can develop essential skills, build networks, and receive support when needed, helping them to thrive during their first year at NTU.",reading ntu emails new students receive lot information summer regarding starting ntu personal email accounts information regarding support missed opportunities meet team may taken upnnonce enrolled useful students ntu app phone keep top communications appointments enrolment emails sent students ntu email address,"NTU provides various tools such as the My NTU app on students' phones, which helps them keep track of communications and appointments by sending all emails to their NTU email address. This support is particularly useful for new students in managing their first-year college experience.",reasoning,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.49002477526664734
 What are some key characteristics and historical significance associated with the legendary figure of Robin Hood?,0.0072641372680664,2.527256727218628,robin hood renowned skills archer swordsman originally depicted member yeoman class traditionally dressed lincoln green famous stealing rich give poor robin hoods story evolved centuries becoming popular folk figure robin hood renowned skills archer swordsman originally depicted member yeoman class traditionally dressed lincoln green famous stealing rich give poor robin hoods story evolved centuries becoming popular folk figure robin hood renowned skills archer swordsman originally depicted member yeoman class traditionally dressed lincoln green famous stealing rich give poor robin hoods story evolved centuries becoming popular folk figure popular folk figure late middle ages historical existence robin hood debated historians suggesting name common alias bandits," Some key characteristics associated with the legendary figure of Robin Hood include being a skilled archer and swordsman, originally belonging to the yeoman class, and dressing in Lincoln green. He is known for stealing from the rich to give to the poor. Historically, Robin Hood's story has evolved over centuries and become a popular folk figure, although the historical existence of Robin Hood is debated, with some historians suggesting the name was a common alias for bandits.",robin hood renowned skills archer swordsman originally depicted member yeoman class traditionally dressed lincoln green famous stealing rich give poor robin hoods story evolved centuries becoming popular folk figure late middle ages historical existence robin hood debated historians suggesting name common alias banditsnnif visiting city open day nottingham trent university make sure visit famous statue robin hood outside castle grounds cast eight pieces halfinch thick bronze made last years weighing half ton foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within,"Robin Hood is renowned for his skills as an archer and swordsman, originally depicted as a member of the yeoman class. He is famous for stealing from the rich to give to the poor. The story of Robin Hood evolved over centuries, becoming a popular folk figure during the Late Middle Ages. While the historical existence of Robin Hood is debated, with some historians suggesting it was an alias used by bandits, his legend has had significant cultural impact and remains a symbol of justice and rebellion against oppression.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.678348183631897
Where is Robin Hood's bronze statue located near Nottingham Castle?,0.0068297386169433,1.3135721683502195,foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within visiting city open day nottingham trent university make sure visit famous statue robin hood outside castle grounds cast eight pieces halfinch thick bronze made last years weighing half ton foot effigy nottinghams," The Robin Hood's bronze statue is located outside the castle grounds, specifically standing on a 2.5 ton block of white Clipsham stone, with its arrow aimed at the gatehouse and the establishment within.",robin hood renowned skills archer swordsman originally depicted member yeoman class traditionally dressed lincoln green famous stealing rich give poor robin hoods story evolved centuries becoming popular folk figure late middle ages historical existence robin hood debated historians suggesting name common alias banditsnnif visiting city open day nottingham trent university make sure visit famous statue robin hood outside castle grounds cast eight pieces halfinch thick bronze made last years weighing half ton foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within,"Robin Hood's bronze statue is located outside of Nottingham Castle, with its point directed towards the castle's gatehouse.",conditional,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7277917861938477
Where is the Robin Hood statue located near Nottingham Castle?,0.0069496631622314,0.5633320808410645,foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within visiting city open day nottingham trent university make sure visit famous statue robin hood outside castle grounds cast eight pieces halfinch thick bronze made last years weighing half ton foot effigy nottinghams, The Robin Hood statue is located outside of Nottingham Castle.,robin hood renowned skills archer swordsman originally depicted member yeoman class traditionally dressed lincoln green famous stealing rich give poor robin hoods story evolved centuries becoming popular folk figure late middle ages historical existence robin hood debated historians suggesting name common alias banditsnnif visiting city open day nottingham trent university make sure visit famous statue robin hood outside castle grounds cast eight pieces halfinch thick bronze made last years weighing half ton foot effigy nottinghams legendary outlaw proudly stands ton block white clipsham stone typical outlaw style statue robin hood stands outside nottingham castle point arrow aimed gatehouse establishment within,"The Robin Hood statue stands outside of Nottingham Castle, indicating its location in proximity to the castle grounds.",conditional,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.7277917861938477
" What facilities and resources are available at the Interdisciplinary Science and Technology Centre (ISTeC) for teaching and research in biosciences, chemistry, computer science, and sports science?",0.0069625377655029,6.997069835662842,interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science metadata text interdisciplinary science technology centre istec interdisciplinary science technology centre istec twofloor facility laboratories dedicated teaching research bioscience computer science chemistry sports science," At the Interdisciplinary Science and Technology Centre (ISTeC), there are various facilities and resources available for teaching and research in biosciences, chemistry, computer science, and sports science. These include:  1. Laboratories: ISteC has a variety of laboratories equipped with modern equipment for practical work in each subject area. For example, bioscience labs may have microscopes, incubators, and other specialized equipment, while computer science labs might have high-performance computers and software development tools.  2. Research Equipment: ISteC houses cutting-edge research equipment for students and researchers to use. This could range from advanced spectrometers for chemistry research to motion capture systems for sports science studies.  3. Collaborative Spaces: ISteC offers collaborative spaces for students and researchers to work together on projects, fostering interdisciplinary collaboration and innovation.  4. Simulation Facilities: In addition to traditional lab spaces, ISteC also provides simulation facilities for subjects like computer science and sports science. For instance, computer science students might have access to virtual reality environments, while sports science students could use simulated training equipment.  5. Support Services: ISteC offers support services such as technical assistance, research guidance, and career advice to help students and researchers succeed in their academic pursuits.",robotics laboratory studio various pc running software robotics development including domestic industrial robotics used mainly masters phd students working robotics projectsnnnnsource istecnnmetadata aboutnntextnninterdisciplinary science technology centre istecnninterdisciplinary science technology centre istec twofloor facility laboratories dedicated teaching research bioscience computer science chemistry sports sciencennthe interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science offering modern laboratories equipped highest quality wifi technology wide range uses impressive stem centre essential enriching students academic experience,"The Interdisciplinary Science and Technology Centre (ISTeC) offers facilities and resources such as modern laboratories equipped with the highest quality IT and Wi-Fi technology for teaching and research in biosciences, chemistry, computer science, and sports science. It is a state-of-the-art facility located at Clifton Campus, developed from an investment of 13 million by the government and Nottingham Trent University.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.690653920173645
 What facilities are available at the Interdisciplinary Science and Technology Centre (ISTeC) for computer science research and teaching?,0.0067191123962402,2.0672824382781982,metadata text interdisciplinary science technology centre istec interdisciplinary science technology centre istec twofloor facility laboratories dedicated teaching research bioscience computer science chemistry sports science metadata text interdisciplinary science technology centre istec interdisciplinary science technology centre istec twofloor facility laboratories dedicated teaching research bioscience computer science chemistry sports science metadata text interdisciplinary science technology centre istec interdisciplinary science technology centre istec twofloor facility laboratories dedicated teaching research bioscience computer science chemistry sports science interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science," At the Interdisciplinary Science and Technology Centre (ISTeC), facilities available for computer science research and teaching include laboratories dedicated to this field. However, specific details about these facilities such as equipment, software, or resources are not provided in the context. For more detailed information, I would recommend visiting the university's official website or contacting their admissions office directly.",robotics laboratory studio various pc running software robotics development including domestic industrial robotics used mainly masters phd students working robotics projectsnnnnsource istecnnmetadata aboutnntextnninterdisciplinary science technology centre istecnninterdisciplinary science technology centre istec twofloor facility laboratories dedicated teaching research bioscience computer science chemistry sports sciencennthe interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science offering modern laboratories equipped highest quality wifi technology wide range uses impressive stem centre essential enriching students academic experience facilities real world applicationtt nnfocused research teaching building brings together collaborators students researchers staff businesses projectbased work application realworld split three floors facilities fornncomputer science facilitiesnnincludes vast computer network highspeed internet access students staff whether delving immersive world virtual reality developing captivating gaming experiences ntus comprehensive software laboratories empowers transform abstract concepts tangible results nnnnsource interactive systems research group isrg nnmetadata isrgnntextnninteractive systems research group isrgnnunits assessment computer science informaticsnnschool school science technologyt nnoverview,"At the Interdisciplinary Science and Technology Centre (ISTeC), there is a vast computer network with high-speed internet access, which supports students and staff in their computer science endeavors. This includes immersive virtual reality experiences and developing gaming experiences, as well as NTU's comprehensive software laboratories that enable the transformation of abstract concepts into tangible results.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6472578644752502
 What is the significance of the Â£8 million investment in the computer science facilities at Interactive Systems Research Group (ISRG)?,0.0085890293121337,2.832997560501098,million invested computer science students study facilities designed high specifications variety electronic communication laboratories artificial intelligence game technology courses span whole spectrum computer science youll million invested computer science students study facilities designed high specifications variety electronic communication laboratories artificial intelligence game technology courses span whole spectrum computer science youll million invested computer science students study facilities designed high specifications variety electronic communication laboratories artificial intelligence game technology courses span whole spectrum computer science youll interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science," The £8 million investment in the computer science facilities at Interactive Systems Research Group (ISRG) at Nottingham Trent University signifies a significant commitment towards providing top-notch resources and infrastructure for students studying Computer Science. This investment has enabled the creation of facilities designed to very high specifications, equipped with various electronic and communication laboratories. These specialized labs cater to a wide range of computer science disciplines, such as artificial intelligence, game technology, and more, thereby enhancing the learning experience for students.",robotics laboratory studio various pc running software robotics development including domestic industrial robotics used mainly masters phd students working robotics projectsnnnnsource istecnnmetadata aboutnntextnninterdisciplinary science technology centre istecnninterdisciplinary science technology centre istec twofloor facility laboratories dedicated teaching research bioscience computer science chemistry sports sciencennthe interdisciplinary science technology centre stateoftheart facility located clifton campus developed part milion investment government nottingham trent university used teaching biosciences chemistry computer science sport science offering modern laboratories equipped highest quality wifi technology wide range uses impressive stem centre essential enriching students academic experience facilities real world applicationtt nnfocused research teaching building brings together collaborators students researchers staff businesses projectbased work application realworld split three floors facilities fornncomputer science facilitiesnnincludes vast computer network highspeed internet access students staff whether delving immersive world virtual reality developing captivating gaming experiences ntus comprehensive software laboratories empowers transform abstract concepts tangible results nnnnsource interactive systems research group isrg nnmetadata isrgnntextnninteractive systems research group isrgnnunits assessment computer science informaticsnnschool school science technologyt nnoverview,"The context provided does not explicitly mention the significance of the Â£8 million investment in the computer science facilities at ISRG. However, it can be inferred that such a substantial investment would likely enhance the capabilities and resources available for research and teaching within the Interactive Systems Research Group (ISRG), potentially leading to advancements in interactive systems and contributing to the overall quality of education and innovation.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5763908624649048
How does Software Engineering contribute to improving efficiency in software development processes within the industry?,0.0069019794464111,3.1742923259735107,ensuring develop practical skills competencies necessary thrive rapidly evolving industry ensuring develop practical skills competencies necessary thrive rapidly evolving industry ensuring develop practical skills competencies necessary thrive rapidly evolving industry course leader software engineering bsc hons dr azi meskaran senior lecturer computer science nottingham trent university course leader computing bsc hons dr rob ranson principal lecturer computer science nottingham trent university," Software Engineering contributes to improving efficiency in software development processes within the industry by focusing on the practical application of theoretical concepts. This approach ensures that students gain hands-on experience with real-world software development tools and methodologies. By learning best practices such as Agile development, DevOps, and continuous integration and delivery, graduates from our Software Engineering BSc (Hons) program will be well-equipped to streamline software development processes in their future careers. Additionally, our curriculum emphasizes collaboration, teamwork, and communication skills, which are essential for working effectively in today's fast-paced IT environment.",software critical industry save lives improve performance help us predict future events well give skills knowledge create highquality software plenty opportunities access industrystandard facilities test thats employers expect see someone confident workready already software skills needed continues steady demand industry commerce wellqualified software engineers fact according eskills uk shortage next ten years software engineering degree seeks meet need producing graduates precise combination skills required design develop robust efficient highquality software,"Software engineering contributes to improving efficiency in software development processes by providing graduates with a precise combination of skills required to design and develop robust, efficient, high-quality software. This approach meets the demand from industry and commerce for well-qualified software engineers who are confident, work-ready, and equipped with essential software skills.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.4580882489681244
 What are the benefits of studying in a full-time mode at Clifton Campus for the Data Science BSc (Hons) program?,0.0068838596343994,3.839365959167481,campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youre right start exciting journey build mathematics computing programming science skills provide foundations excel move onto bsc hons mathematics data science second year campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons," Studying in a full-time mode at Clifton Campus for the Data Science BSc (Hons) program offers several benefits. Firstly, it provides a structured learning environment where you can focus solely on your studies without external distractions. Secondly, it allows for a more immersive experience, enabling you to quickly build your mathematical, computing, and programming science skills. Thirdly, it ensures that you receive comprehensive training in programming, maths, and engineering, providing a strong foundation for your future career in data science. Lastly, being at Clifton Campus means you'll have access to state-of-the-art facilities and resources, as well as opportunities to engage with industry professionals and participate in practical projects.",study modes fulltimenncampus clifton campusnnyoull develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year nnnnmetadata data science bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes fulltime sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,"Studying in a full-time mode at Clifton Campus for the Data Science BSc (Hons) program offers several benefits. Firstly, it allows students to develop practical skills and knowledge in programming, maths, and engineering more quickly due to the intensive nature of full-time study. This accelerated learning pace is particularly advantageous as it prepares students effectively for their second year when they transition into BSc (Hons) Cyber Security. Additionally, being on a full-time schedule at Clifton Campus provides ample opportunities for hands-on experience and engagement with the campus facilities and resources that can enhance learning outcomes.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5606061220169067
 What is the purpose of completing the foundation year in the context of studying for a BSc (Hons) Cyber Security at Clifton Campus?,0.0068068504333496,2.1619317531585693,campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons computing second year computing foundation year bsc hons well give best worlds bringing together," The purpose of completing the foundation year in the context of studying for a BSc (Hons) Cyber Security at Clifton Campus is to provide students with the necessary foundational skills in programming, maths, and engineering. This foundation year prepares students for a smooth transition into the main degree program in their second year, specifically the BSc (Hons) Cyber Security course.",study modes fulltimenncampus clifton campusnnyoull develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year nnnnmetadata data science bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes fulltime sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,"The purpose of completing the foundation year while studying for a BSc (Hons) Cyber Security at Clifton Campus is to develop practical skills and knowledge in programming, maths, and engineering. This preparation will help students get off to a flying start when they move onto their second-year studies focusing on cyber security.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.579315721988678
 What is the typical range of UCAS tariff points offered for the Data Science BSc (Hons) program at Clifton Campus?,0.0069506168365478,1.173699140548706,metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata computing bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g sandwich e fulltime metadata mathematics data science bsc hons text levels study undergraduate typical offer ucas tariff points ucas codes g fulltime g sandwich, The typical range of UCAS tariff points offered for the Data Science BSc (Hons) program at Clifton Campus is 112 - 120 points.,study modes fulltimenncampus clifton campusnnyoull develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year nnnnmetadata data science bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes fulltime sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,The typical offer for the Data Science BSc (Hons) program at Clifton Campus ranges from 112 to 120 UCAS tariff points.,simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5296534299850464
" What practical skills and knowledge will students gain in the foundation year of a full-time BSc (Hons) Cyber Security program at Clifton Campus, which will prepare them for their second-year studies?",0.0067200660705566,2.487910509109497,campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons campus clifton campus youll develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year metadata data science bsc hons cyber security bsc hons course aims enable identify security risks preventative measures technological solutions learn basic principles practice collecting computer data evidence computer crime systems operate terms software," In the foundation year of a full-time BSc (Hons) Cyber Security program at Clifton Campus, students will gain practical skills and knowledge in programming, mathematics, and engineering. These foundational skills will prepare them for their second-year studies in Cyber Security, enabling them to identify security risks and preventative measures in technological solutions, collect computer data as evidence of computer crime, and understand how systems operate in terms of their software and hardware.",study modes fulltimenncampus clifton campusnnyoull develop practical skills knowledge programming maths engineering get flying start move onto bsc hons cyber security second year completing foundation year nnnnmetadata data science bsc honsnntextnnlevels study undergraduatenntypical offer ucas tariff pointsnnucas codes fulltime sandwichnnstart dates please ask member staff start date course staff open day able tell informationnnduration three years fulltime four years placementnnstudy modes fulltime sandwichnncampus clifton campus,"In the foundation year of a full-time BSc (Hons) Cyber Security program at Clifton Campus, students will gain practical skills and knowledge in programming, maths, and engineering. These foundational skills are essential for getting off to a flying start when they move onto their second-year studies focusing on cyber security.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5937286615371704
" What type of one-on-one support does the SpLD Support Team offer to students with specific learning difficulties such as Dyslexia, Dyspraxia, and Dyscalculia?",0.0067241191864013,3.0138096809387207,spld support team offers advice support students splds dyslexia dyspraxia dyscalculia irlen syndrome spld support team offers advice support students splds dyslexia dyspraxia dyscalculia irlen syndrome spld support team offers advice support students splds dyslexia dyspraxia dyscalculia irlen syndrome metadata dyslexia specific learning difficulties splds text nottingham trent university committed providing fully inclusive learning environment students," The SpLD Support Team at Nottingham Trent University offers one-on-one support to students with specific learning difficulties such as Dyslexia, Dyspraxia, and Dyscalculia. This support can include advice on study skills, assistive technology, exam arrangements, and referrals to external agencies if necessary. They also provide resources and strategies to help students manage their condition effectively throughout their studies. For more detailed information, I would recommend visiting the SpLD Support Team's website or speaking directly with them during your visit to the university.",text nnadvice sessions evidence adhd diagnosis waiting list diagnosis please book advice session us find support available offer advice sessions throughout termtime services include information applying disabled students allowances dsas access statements exam arrangements accessibility information support availablennnnmetadata dyslexia specific learning difficulties spldsnntext nnnottingham trent university committed providing fully inclusive learning environment studentsnnthe spld support team offers advice support students splds dyslexia dyspraxia dyscalculia irlen syndrome specialist mentoring mentors work students onetoone basis addressing barriers learning created autism spectrum conditions examples barriers include anxiety stress concentration difficulties time management issues establishing appropriate worklife balance mentors role promote independent learning well empowering student manage workload specialist dsa funded support provided mix internal support external agency supportnnnnnnmetadata adhd support nottingham trent universitynntext,"The Specialist mentoring offered by the SpLD Support Team includes working with students on a one-to-one basis. This personalized support addresses barriers to learning created by autism spectrum conditions, such as anxiety and stress, concentration difficulties, time management issues, and establishing an appropriate work-life balance.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}, {'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.6896171569824219
 What type of support does the SpLD Support Team at Nottingham Trent University offer to students with specific learning difficulties in relation to access statements and exam arrangements?,0.007098913192749,2.953561782836914,staff offer advice applying disabled students allowances dsas fund support dsa funded specialist one one study skills support access academic support within ntu eg library study support implement reasonable adjustments recommended evidence staff offer advice applying disabled students allowances dsas fund support dsa funded specialist one one study skills support access academic support within ntu eg library study support implement reasonable adjustments recommended evidence staff offer advice applying disabled students allowances dsas fund support dsa funded specialist one one study skills support access academic support within ntu eg library study support implement reasonable adjustments recommended evidence disabled students allowances dsas access statements exam arrangements accessibility information support available," The SpLD Support Team at Nottingham Trent University offers support to students with Specific Learning Difficulties (SpLD) in relation to access statements and exam arrangements. They can provide advice on applying for Disabled Students' Allowances (DSAs) to fund support, DSA-funded Specialist One-to-One Study Skills Support, and implementing reasonable adjustments as recommended in your evidence. They also assist students in accessing academic support within NTU, such as Library Study Support, and help with arranging necessary accommodations for exams.",text nnadvice sessions evidence adhd diagnosis waiting list diagnosis please book advice session us find support available offer advice sessions throughout termtime services include information applying disabled students allowances dsas access statements exam arrangements accessibility information support availablennnnmetadata dyslexia specific learning difficulties spldsnntext nnnottingham trent university committed providing fully inclusive learning environment studentsnnthe spld support team offers advice support students splds dyslexia dyspraxia dyscalculia irlen syndrome,"The SpLD Support Team at Nottingham Trent University offers advice and support to students with Specific Learning Difficulties (SpLDs) such as Dyslexia, Dyspraxia, Dyscalculia, Irlen Syndrome. This includes assistance with access statements and exam arrangements.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.5046911835670471
 What support is available at NTU for students with long-term diagnosed mental health conditions?,0.0071582794189453,2.097597360610962,support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health long term diagnosed mental health condition want find support available offer advice sessions throughout termtime services include support applying disabled students allowances dsas access statements exam arrangements," At Nottingham Trent University (NTU), there is support available for students with long-term diagnosed mental health conditions. The Mental Health Mentoring and Access team provides in-person support and helps students with reasonable adjustments to access their course. They offer advice on applying for Disabled Students' Allowances (DSAs), creating Access statements, and arranging exam accommodations.",text nnthere support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health conditions get support exam arrangements placennif long term diagnosed mental health condition want find support available offer advice sessions throughout termtime services include support applying disabled students allowances dsas access statements exam arrangements accessibility academic liaisonnnnnmetadata physical sensory long term health conditionsnntext,"At NTU, students with long-term diagnosed mental health conditions can access in-person support and reasonable adjustments. The Mental Health Mentoring and Access team provides assistance to these students for getting support and exam arrangements. Additionally, the university offers advice sessions throughout term time that cover services such as applying for Disabled Students' Allowances (DSAs), creating Access statements and exam arrangements, ensuring accessibility, and academic liaison.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.8191241025924683
 What support is available for students with a long-term diagnosed mental health condition at NTU regarding Disabled Students' Allowances (DSAs)?,0.0067453384399414,2.697997093200684,long term diagnosed mental health condition want find support available offer advice sessions throughout termtime services include support applying disabled students allowances dsas access statements exam arrangements long term diagnosed mental health condition want find support available offer advice sessions throughout termtime services include support applying disabled students allowances dsas access statements exam arrangements long term diagnosed mental health condition want find support available offer advice sessions throughout termtime services include support applying disabled students allowances dsas access statements exam arrangements support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health," At Nottingham Trent University (NTU), our Mental Health Mentoring and Access team can support students with long-term diagnosed mental health conditions in applying for Disabled Students' Allowances (DSAs). This includes guidance on how to complete the application process and understanding what financial support may be available. Additionally, they can also assist with creating Access Statements and arranging necessary exam accommodations. For more detailed information or personalized advice, I would recommend attending one of our advice sessions during term-time.",text nnthere support ntu students long term diagnosed mental health conditions looking inperson support reasonable adjustments help access course mental health mentoring access team support students long term diagnosed mental health conditions get support exam arrangements placennif long term diagnosed mental health condition want find support available offer advice sessions throughout termtime services include support applying disabled students allowances dsas access statements exam arrangements accessibility academic liaisonnnnnmetadata physical sensory long term health conditionsnntext,"At NTU, students with a long-term diagnosed mental health condition can receive support in various areas including applying for Disabled Students' Allowances (DSAs), access statements and exam arrangements. The Mental Health Mentoring and Access team specifically assists these students to get the necessary support and accommodations.",simple,"[{'source': 'CS_OpenDay_General.docx', 'filename': 'CS_OpenDay_General.docx'}]",True,0.8012089133262634
